omega,re_0,im_0,re_1,im_1,re_2,im_2
19983.88253950173,1.1389378743646938e-07,6.685373825462793e-05,2.173407612898939e-07,6.734490041462418e-05,3.4376843488996135e-06,7.348433994477153e-05
20805.581972493168,1.1553506208409565e-07,6.960051414527633e-05,2.2312142526642623e-07,7.011027522043168e-05,3.543216479675609e-06,7.643097486242577e-05
21661.068131204353,1.1719890255077986e-07,7.246021853844389e-05,2.2918717228512975e-07,7.298923326401633e-05,3.6527183578755955e-06,7.949584367888103e-05
22551.7302618597,1.188701534007394e-07,7.543748042003851e-05,2.355394249211035e-07,7.59864274562682e-05,3.7663191834412373e-06,8.26835728499619e-05
23479.014733859363,1.205392346789427e-07,7.853717772412098e-05,2.4218478777770385e-07,7.910675311531361e-05,3.8841191668456464e-06,8.599919763376496e-05
24444.42738857616,1.222171398346585e-07,8.17642106363791e-05,2.491484941420262e-07,8.235512768688967e-05,4.006269729829525e-06,8.944768217819062e-05
25449.53598473054,1.2389564112552214e-07,8.512393324082177e-05,2.564400628436255e-07,8.573692502943016e-05,4.132896084335488e-06,9.303448366931065e-05
26495.97274431474,1.2558707471835245e-07,8.862180338453086e-05,2.64086811933184e-07,8.925761976916529e-05,4.264138602537433e-06,9.67651570466682e-05
27585.437003200535,1.2726328680860923e-07,9.226345683209634e-05,2.720824268594008e-07,9.292287037061835e-05,4.40011706752237e-06,0.0001006454439728758
28719.697970734982,1.2895635306491008e-07,9.60548405085287e-05,2.804723931809191e-07,9.673863792750251e-05,4.540992139639939e-06,0.00010468137710957943
29900.597602805465,1.3064604459607484e-07,0.00010000208729792889,2.8925814445172037e-07,0.00010071107757847527,4.686890401093895e-06,0.00010887919698890391
31130.053593039782,1.323043753002683e-07,0.0001041115813966401,2.9843629757987005e-07,0.00010484659555184447,4.837949237867146e-06,0.0001132453953126339
32410.06248699877,1.3401666341298309e-07,0.00010839010838513473,3.0809805913784515e-07,0.00010915198599751589,4.994346895228673e-06,0.00011778683855881706
33742.702924418336,1.3566605194159527e-07,0.00011284453742314057,3.1816641246773493e-07,0.00011363415432012744,5.156164128481849e-06,0.00012251051504082741
35130.13901476694,1.3735387188697432e-07,0.00011748200164297411,3.28748057874513e-07,0.00011830023337330912,5.323655141252573e-06,0.00012742364735033937
36574.623851599,1.3904827362493297e-07,0.0001223102729369986,3.3983808336821145e-07,0.0001231580252788365,5.496892458907102e-06,0.00013253407709561398
38078.503171412194,1.4062036907741102e-07,0.00012733694057952166,3.513517501905145e-07,0.00012821515521308226,5.676003120986546e-06,0.00013784956725334987
39644.219162949994,1.4228396261729082e-07,0.00013257030200506192,3.634908183644471e-07,0.0001334799052979004,5.86124354343399e-06,0.00014337846528126555
41274.31443313542,1.4391177304183207e-07,0.0001380188907489344,3.7617345705095306e-07,0.00013896085032508924,6.052706782192077e-06,0.00014912940532581888
42971.43613607663,1.4552301252788948e-07,0.0001436914297525819,3.894396209077592e-07,0.0001446667285235435,6.2505591173520216e-06,0.00015511122518657727
44738.34027184928,1.4712349163727558e-07,0.00014959725164635958,4.033201239337183e-07,0.0001506068902571837,6.454971318186482e-06,0.00016133335005937848
46577.896162036755,1.4870678806464014e-07,0.00015574589799327308,4.178349954300763e-07,0.00015679089716477993,6.666099378638677e-06,0.0001678054290161635
48493.0911092961,1.5027513863481055e-07,0.0001621473622606924,4.3301215619698426e-07,0.00016322876102394267,6.884104533706492e-06,0.00017453755619105084
50487.03524851663,1.518249349195369e-07,0.00016881206454819205,4.4887616022266524e-07,0.00016993092121292576,7.109157811342438e-06,0.0001815402560013123
52562.96659744847,1.5335742814099894e-07,0.00017575079773774185,4.6545475874875344e-07,0.0001769081888217253,7.341418146447905e-06,0.00018882442520410026
54724.25631500434,1.548677359481144e-07,0.00018297475838605616,4.827711425655515e-07,0.00018417178009496894,7.581044693996515e-06,0.0001964013734064575
56974.4141757719,1.5636431918728325e-07,0.00019049582547290902,5.008622099208417e-07,0.00019173359012051038,7.828222611891074e-06,0.00020428307649943378
59317.094269627996,1.5783583380824473e-07,0.00019832618944497568,5.197456366889894e-07,0.00019960583077622063,8.083097994641753e-06,0.000212481844309665
61756.100935710325,1.5929080939960065e-07,0.000206477848347168,5.394570752756282e-07,0.0002078005147865495,8.345843480015396e-06,0.0002210097698666992
64295.39494038267,1.6072724807626789e-07,0.00021496544432529692,5.600275125308142e-07,0.000216332305032694,8.616644168568655e-06,0.00022988162383545503
66939.09990922642,1.621367627152512e-07,0.00022380242806729672,5.814771890563009e-07,0.0002252146733617242,8.895643972141817e-06,0.00023911099828732548
69691.50902350346,1.6352962804516966e-07,0.0002330023275196484,6.038449819572119e-07,0.00023446116089982,9.183023197505093e-06,0.00024871150315456173
72557.0919919648,1.649070595134114e-07,0.00024258046252076181,6.271634737179986e-07,0.0002440871059774462,9.478959422928658e-06,0.00025869858828834346
75540.50230932694,1.6626358732814416e-07,0.0002525524695630475,6.514581644982987e-07,0.00025410816600681524,9.78361207558651e-06,0.00026908803170326426
78646.5848132031,1.6759913226374345e-07,0.0002629345180207907,6.767590679178653e-07,0.0002645405290345453,1.0097141155452141e-05,0.0002798961341263165
81880.38355176047,1.6892808900103364e-07,0.00027374350158090166,7.031141925575509e-07,0.0002754011023186106,1.0419770649161039e-05,0.0002911399147045882
85247.14997488206,1.7021683164452893e-07,0.0002849968861422389,7.305209076653359e-07,0.0002867073849065677,1.07515964645072e-05,0.0003028370213915656
88752.35146213221,1.7153222473560759e-07,0.00029671322314393203,7.590761481414301e-07,0.0002984779189696707,1.109290788085146e-05,0.00031500607315725906
92401.6802013766,1.7280730212593334e-07,0.0003089111413697816,7.887483645196331e-07,0.00031073138234397426,1.1443777068502205e-05,0.00032766593775878733
